,date,content
0,2021-05-04 17:43:12+00:00,@pta_nahin Finally you got it lol
1,2021-05-04 17:43:12+00:00,🤣🤣🤣 https://t.co/DIC1DbFbPQ
2,2021-05-04 17:43:12+00:00,Illusion or reality? https://t.co/vyaXvulNDK
3,2021-05-04 17:43:12+00:00,@i_am_IBBU follow me ifb https://t.co/HJ6H7buMTx
4,2021-05-04 17:43:12+00:00,@wattal_pooja 🙏😊
5,2021-05-04 17:43:12+00:00,"@galtor Ah, excellent! And yeah, I frequently check the site and order as soon as they have certain things in stock. They run out of this one in a day or two, usually!"
6,2021-05-04 17:43:11+00:00,"منافق لوگ 
اسلام کے غدار
😠😠😠😠😡😡😡 https://t.co/f23DCrHSM0"
7,2021-05-04 17:43:11+00:00,"@SanjeevSanskrit टिकैत को नहीं रोक सकते
शाहीनबाग नही रोक सकते
किसान आंदोलन नही रोक सकते !
26 जनवरी दंगा नही रोक सकते !
विपक्षी फेक न्यूज नही रोक सकते !
हिन्दुओं की होती हत्याएं नही रोक सकते
बंगाल में अपने कार्यकर्ताओं की हत्या का बदला नही ले सकते
फिर क्यों मरे लोग आपके लिए भाड़ में जाये ये BJP"
8,2021-05-04 17:43:11+00:00,I’ve been waiting and now finally 🥰🥰🥰 https://t.co/IuQMa8L9ik
9,2021-05-04 17:43:11+00:00,@shayad_hay epic
10,2021-05-04 17:43:11+00:00,@ashwini294 🤣🤣
11,2021-05-04 17:43:11+00:00,"Dear Smart Flyer! GoAir would like to inform you that for your PNR AYCKJQ the flight G8-268 on 01May'21 from DEL to LKO has been cancelled.
Already rescheduled but now flight cancelled kindly refund it.
@goairlinesindia @airasia @paimadhu @iamnarendranath @narendramodi @PMOIndia"
12,2021-05-04 17:43:11+00:00,"@SSSTShirdi हे दयानिधि,
कृपा बनाए रखें प्रभु💐💐."
13,2021-05-04 17:43:11+00:00,"#اَلْوَهَّابُ

Follow all Who Like &amp; RETWEET This👇

⁦#Team_Defenders
@ihsanbashir7515
@TZK_5
@madihapervaiz 
@TheVisitOFWorld 
@Amfar82Syed
@Farzana_Rasab 
@Khansahib375 
@turk_afzaal 
@I_amJutt
@SafdarShaheen76 https://t.co/KPx5v2IXXE"
14,2021-05-04 17:43:11+00:00,@YadavShamita Hahaha 🤣 too good
15,2021-05-04 17:43:11+00:00,@umair1808 Dua karain sir 🤣🤣
16,2021-05-04 17:43:10+00:00,@NitishKumar @BJP4Bihar @News18Bihar @officecmbihar @bihar_police कुछ तो स्टेटमेंट जारी कीजिए। https://t.co/ksEA9rUDoB
17,2021-05-04 17:43:10+00:00,"क्या खूब कहा है किसी ने दिल किताब से लगाना दोस्तों_____ 
अगर बेवफ़ा भी हुई तो काबिल बना कर छोडेगी_____ !!
😎🤏"
18,2021-05-04 17:43:10+00:00,@Prashantjaju @SunandaJain2 @sahneydeepak You have to catch the point that we are paying taxes not just for country infra development but for health care too. Then why paying that much for vaccine? For life ₹ 1250 is nothing even for poorest of poor. But why should you pay?
19,2021-05-04 17:43:10+00:00,"@ahmadishtiaq
محترم وائس چانسلر یونیورسٹی آف سرگودھا 
آپ بھی کبھی طالبعلم تھے
#OnlineExams_SU_AffiliatedColleges"
20,2021-05-04 17:43:10+00:00,"نہ رکھا ہم نے بیش و کم کا خیال
شوق کو بے حساب ہی لکھا

جون ایلیا
#اردو
@urdu_bazm https://t.co/VsJF3AJoXa"
21,2021-05-04 17:43:10+00:00,@aakroshnigamlko @Soni_kudi1 @Pawankumar_1305 जय श्री राम
22,2021-05-04 17:43:10+00:00,@dushyanttgautam @narendramodi @DRDO_India @CISFHQrs @ITBP_official @crpfindia @adgpi @indiannavy @IAF_MCC @kishanreddybjp @nityanandraibjp @shripadynaik #ModiHaiTohMumkinHai
23,2021-05-04 17:43:10+00:00,@UN_HRC @UN @toi @cpimspeak @BJPLive @nytimes @washingtonpost @republic @ABPNews @aajtak @ravishndtvv @BDUTT @Nidhi @NaghmaSahar @sagarikaghose @_sabanaqvi @khanumarfa @Imamofpeace @thewire_in @TarekFatah @NidhiKNDTV @PrannoyRoyNDTV @BBCWorld @cnni @India_NHRC @POTUS @HMOIndia https://t.co/3keEh4mdLY
24,2021-05-04 17:43:10+00:00,@Im_SalmanX @me_returnZ @MarriyamH @KomalMirza9 @QishIqrah @SAM_sammie__786 @VampireGirll8 @AmirBayg @munir6827 @sadky_tumhary Ankhin band 😑😑😑
25,2021-05-04 17:43:10+00:00,"یہ جو کرپشن گردی ہے
اسکے پیچھے وردی ہے
@AsimSBajwa https://t.co/UsIlszmQkz"
26,2021-05-04 17:43:10+00:00,Duty free coca cola https://t.co/ee8m4cGJv1
27,2021-05-04 17:43:10+00:00,"@ShamikaRavi Take care Ma'am, get back with your analysis ASAP!!💪"
28,2021-05-04 17:43:10+00:00,"@jabalpurdm @JansamparkMP लगभग 20 दिन से लॉक डाउन होने के बावजूद प्रतिदिन संक्रमित व्यक्तियों की संख्या कम नहीं हो रही है। कृपया विचार कीजिये तथा कुछ समय के लिए बाजार खुलने की व्यवस्था भी कीजिये, जिससे सामान्य जन आवश्यक सामग्रियों की खरीदारी भी कर सकें।"
29,2021-05-04 17:43:10+00:00,"@TrustPad

⚡ The First Decentralized Multi-chain IDO #launchpad that provides a fair, seamless and safe fundraise for both projects and investors.

👉 Join the Public Sale #Whitelist here: https://t.co/GBZKKnJAhs

#DeFi #BSC #SOL #ADA #BNB #TrustPad"
30,2021-05-04 17:43:10+00:00,@Vikassmohta Happy birthday 🎈
31,2021-05-04 17:43:10+00:00,"अचानक देश में न्याय व्यवस्था क्यों जाग्रत?: 18.12.20, at 9.32 pm की मेरी सफल काल गणना,
400 वर्ष गुरु, शनि नजदीक: न्यायव्यवस्था, जनता का विवेक जाग्रत होगा, धर्म, प्रजातंत्र की विजय होगी। लिंक देखें
अधर्मी सत्ता, सहयोगी चापलूस प्रशासन, गोदी मीडिया सावधान 
@ANI @BJP4India @PMOIndia https://t.co/Uz5odiwLlY https://t.co/pR4GZ1uXhD"
32,2021-05-04 17:43:10+00:00,@AmirButtGrw @AfzAaL14314 شیر ۔۔۔۔ کھپے ، کھپے ، کھپے ۔
33,2021-05-04 17:43:10+00:00,@rohanrgupta बहुत देर हो चुकी है सर
34,2021-05-04 17:43:10+00:00,"@MrSinha_ @Shantanu_bjp More power to @Shantanu_bjp 
This is what a leader is all about."
35,2021-05-04 17:43:09+00:00,"kecemasan timbul dari isi kepala yang terlalu berlebihan terhadap hal-hal yang belum tahu pasti keadaan sebenarnya. kita hanya perlu lakukan, tanpa perlu kompromi. dan ingat, ketika gagal itu adalah pembelajaran, ketika sukses itu adalah bonus dari apa yang sudah kita usahakan."
36,2021-05-04 17:43:09+00:00,@Muqadsa2301 Nh aj kal rawalpindi hu
37,2021-05-04 17:43:09+00:00,@sardesairajdeep https://t.co/WfQZjU61bi please share this appeal for CORONA PATIENTS from Government 🙏🙏
38,2021-05-04 17:43:09+00:00,@Aisha_shabbir ایک چیز جب ہے ہی نہیں تو علاج کیوں کروائے
39,2021-05-04 17:43:09+00:00,@Abid_Mpa 🤣🤣🤣🥴
40,2021-05-04 17:43:09+00:00,@Hussyymalik Jee Nahi😏
41,2021-05-04 17:43:09+00:00,"@SiddiqueRana4 Join this space.

https://t.co/pOLIS2YarS"
42,2021-05-04 17:43:09+00:00,"Liberals where are you when bengal is burning. Where are you when people are being killed, harassed and beaten. Women are raped and i do not see any liberal on social media posting about justice for bengal’s innocent people.#BengalViolence #PresidentsRuleinBengal #BengalBurning"
43,2021-05-04 17:43:09+00:00,@DrBehnamK when?
44,2021-05-04 17:43:09+00:00,@BDUTT @SonuSood @themojostory Won't you say a word about voilence and plunder by TMC goons.?
45,2021-05-04 17:43:09+00:00,@inker_salik Check signal
46,2021-05-04 17:43:09+00:00,#OnlineExams_SU_AffiliatedColleges https://t.co/WIDXay5C6W
47,2021-05-04 17:43:09+00:00,@arxhiia Hehe😂
48,2021-05-04 17:43:08+00:00,@goelgauravbjp Why not indian media is showing this??
49,2021-05-04 17:43:08+00:00,"@NoisYBoYVishaL @narendramodi @seriousfunnyguy @desimojito Vishal I am so sorry to hear this. Please connect with your booth prabhari, he should be able to help. We cant even suggest you to go to the police such sad is the state of affairs.😔"
50,2021-05-04 17:43:08+00:00,@JPNadda @BJP4Delhi Tum lasho pr rajniti krne wale dalal neta tumhe toh chulu bhar paani me doob mar jana chahiye
51,2021-05-04 17:43:08+00:00,@ijazali7 Sad incident. Where is riasat e Madina. Where is IK? Where is PTI?
52,2021-05-04 17:43:08+00:00,@_Mansoor_Ali @ARYSabirShakir صابر شاکر چھوڑنے میں سب سے آگے ہے
53,2021-05-04 17:43:08+00:00,"*واپڈا آفس کے سامنے ایک شخص کیلے بیچ رہا تھا*
*واپڈا کے ایک بڑے افسر نے پوچھا کیلے کیسے دیتے ہو؟* 
*کیلے کس کے لئے خرید رہے ہو* *صاحب؟*
*افسر۔ کیا مطلب ؟*
*کیلے والا :*
*مطلب یہ کہ*
*یتیم خانے کے لئے لے رہے ہو تو 40 روپیہ درجن*
*اولڈ ہوم کے لئے لے رہے ہو تو 50 روپیہ درجن*"
54,2021-05-04 17:43:08+00:00,"@dushyanttgautam @narendramodi @DRDO_India @CISFHQrs @ITBP_official @crpfindia @adgpi @indiannavy @IAF_MCC @kishanreddybjp @nityanandraibjp @shripadynaik 🙏🏻
Thanks a lot Sir"
55,2021-05-04 17:43:08+00:00,"@ParveenKader @fredhamilton @myogiadityanath @narendramodi Why ? Who to answer ?
Thinking of Dharna tomarrow that's the priority"
56,2021-05-04 17:43:08+00:00,@Harshad95765230 @sgxnifty_live @PRSundar64 Tumhare liye daily UC lagva dete hain😂
57,2021-05-04 17:43:08+00:00,@HarisBalouch37 Mai ny b follow kr dea👉👈now rt
58,2021-05-04 17:43:08+00:00,@Asthetic_xoxo_ 🙏🙏🙏🙏🙏🤞
59,2021-05-04 17:43:08+00:00,Also I am thinking of moving to twitter. I find it much better than Facebook.
60,2021-05-04 17:43:08+00:00,#بیوروکریٹس_عوام_کے_نوکر https://t.co/PkaRh1X5FT
61,2021-05-04 17:43:08+00:00,@imranzeb48 Oohhh okieee 🙁
62,2021-05-04 17:43:08+00:00,"Hello friends, dinner karlo. 😅 https://t.co/kePKKAyv0Y"
63,2021-05-04 17:43:08+00:00,@arxhiia White charger tu dekh lety he
64,2021-05-04 17:43:08+00:00,@RomaSherdy15 आभार 🌹
65,2021-05-04 17:43:07+00:00,"#SaluteToCoronaWarriors
@derasachasauda  के सेवादार  @GurmeetRamRahim जी द्वारा भेजी गई  चिट्टी में किए गए वचनो के अनुसार कॉविड वारियर्स को फल, लेमन वाटर, रोग प्रतिरोधक क्षमता बढ़ाने के लिए काढ़ा, स्टीमर बाँट रहे हैं व उनको सैल्यूट भी कर रहें है https://t.co/KJxLDKoFrs"
66,2021-05-04 17:43:07+00:00,@netflix  get this girl!! https://t.co/9k69wbatZq
67,2021-05-04 17:43:07+00:00,@_kiteRunnerr Api asal name rkhna k confidence kb aye ga😂😂
68,2021-05-04 17:43:07+00:00,"@sambitswaraj क्या केंद्रीय नेतृत्व नपुंसक हो गया है या उनके भी मुंह में दही जम गया है।
क्या यही दिन देखने के लिए भारतीय जनता पार्टी ने महामारी और लोगो की जान की परवाह न करते हुए बंगाल में चुनाव करवाए थे अब लाखो लोग कोरोना से बंगाल में मरेंगे पहले आपने खेला अब दीदी को क्या कोसना"
69,2021-05-04 17:43:07+00:00,"Amidst all the doom and gloom. Here's a reminder to my fellow Indians as to how colorful and pretty our country is

We shall get through this 

This too shall pass 

Stay home for now, our beautiful natural beauty is not running away 

#incredibleindia #colorful #Beautiful https://t.co/a7zBgS38pF"
70,2021-05-04 17:43:07+00:00,@AMP86793444 @robbieuthappa.
71,2021-05-04 17:43:07+00:00,"मोदी के सर पर 21वीं सदी का गांधी बनने का भूत सवार है इसलिए ""गज़वा ए हिन्द"" और बंगाल में हो रही हिंसा पर वो कोई कार्यवाही नहीं करेगा। अब जो करना है खुद हम हिंदुओं को ही करना है।"
72,2021-05-04 17:43:07+00:00,Modi is exposed in front of the world. I don't think you will be seeing him invited by some major &amp; developed foreign power in coming years.
73,2021-05-04 17:43:07+00:00,آپ رات دس بجے کس اینکر کے پروگرام کا انتظار کرتے ہیں
74,2021-05-04 17:43:07+00:00,Love  you  🙏🙏🙏🙏🙏❤❤❤❤ https://t.co/LSotRabUzK
75,2021-05-04 17:43:07+00:00,"@TM_YZ1 @IKH___LAQ 
Follow me I'll Give you Follow Back 💯 With in 30 sec promise"
76,2021-05-04 17:43:07+00:00,"https://t.co/cA9TBb7oi7

#writerslift"
77,2021-05-04 17:43:07+00:00,@rogerfederer But one who tweeted is best in business 🙏🙏
78,2021-05-04 17:43:07+00:00,Waah☺️ https://t.co/pVMIze28dl
79,2021-05-04 17:43:07+00:00,#KanganaRanaut #KangnaRanaut we want Manikarnika back  #Twitter
80,2021-05-04 17:43:07+00:00,"@TheShudra @Mayawati @TheNewsBeak दलित समाज में आज भी अशिक्षा है। up त्रिस्तरीय पंचायत चुनाव में मै पीठासीन अधिकारी के रुप में देखा की लोग मुहर नहीं लगा पा रहे थे।
दलित समाज के अशिक्षित लोगों को वोट देने का तरीका भी बताने चाहिए"
81,2021-05-04 17:43:07+00:00,"मै अब आहिस्ता आहिस्ता समझ रहा हूँ 🙂
लोग अचानक पंखे से क्यों लटक जाते है..🖤"
82,2021-05-04 17:43:07+00:00,"#اَلْوَهَّابُ

Follow all Who Like &amp; RETWEET This👇

⁦#Team_Defenders
@JuhiMind_SJR 
@MianUsman92 
@AliShan26241280
@precious_P_earl
@FarazWahab1
@AmmarPak3A 
@UbaidUr31771304
@Zaheer110980
@LKhalil355
@Sikanda44552926 https://t.co/WLz0ni0SAj"
83,2021-05-04 17:43:06+00:00,Rs200 https://t.co/pqwnjfCgA6
84,2021-05-04 17:43:06+00:00,@brighttlightt Array koi Naa main bhi to dark green kar raha hun 😭😂
85,2021-05-04 17:43:06+00:00,@OfficialyShokhi Oki
86,2021-05-04 17:43:06+00:00,@Abutali03499697 @Shazi786_ @drrichanegi Kya hua
87,2021-05-04 17:43:06+00:00,"LOVE is the unconscious state of MIND, HEART and SOUL🥀"
88,2021-05-04 17:43:06+00:00,@Fiha56681816 @hunterSwati1218 @roultoken @Noorfat69563151 @hajra_choudry @Mahnoorpathan1 @EmaanAl83550435 @LubnaRao3 @hurmainzara @Iqnooraaa 😍😍
89,2021-05-04 17:43:06+00:00,@AlfromPdx @ScoopsDad @jcd823 @Dubes123 Not into BTO either
90,2021-05-04 17:43:06+00:00,#Tuesdaymotivation https://t.co/5bu04VZsGY
91,2021-05-04 17:43:06+00:00,.@raghav_chadha why were you in slumber from last one year? @AamAadmiParty will have its last term in Delhi. Save my tweet https://t.co/WibrpEkoh9
92,2021-05-04 17:43:06+00:00,"@alijavedadv عطاءاللہ تارڑ سے بہتر کوئی نہی وہاں بھیجنے کیلئے,"
93,2021-05-04 17:43:06+00:00,"तमिलनाडु में लगभग 90% हिंदू  हैं, फिर भी बीजेपी को ""0"" सीट मिली हैं। और केरल में भी भाजपा को ""0"" सीट मिली है क्योंकि...

उनके बच्चे नासा/गुगल माइक्रोसॉफ्ट में जाते है
RSS में नही !

#सवर्णसत्ता_मतलब_बहुजन_हत्या"
94,2021-05-04 17:43:06+00:00,@8177sonali ❣️
95,2021-05-04 17:43:06+00:00,@iamamaya__ Good
96,2021-05-04 17:43:06+00:00,@narendramodi @Rajendr76134839 @BorisJohnson बंगाल के हिंदू को बचाओ
97,2021-05-04 17:43:06+00:00,These are murders at the hands of politically mad arrogant 56 inchee and self proclaimed greats of Bharat across parties 2 https://t.co/7D4XTJ01c2
98,2021-05-04 17:43:06+00:00,"@fauzan_aziz95 @WalshWealthGrp SIR MUJHE BHI FUTURE TRADE SIKHNA HAI PLEASE HELP SIR 
MTLB KI ME JAB BHI TRADE LETA HUN MEREKO LOSS HOTA BAI MOSTLY
PLEASE SIR 🥺"
99,2021-05-04 17:43:06+00:00,@chor___ye_phery han na😩
100,2021-05-04 17:43:05+00:00,@AudichyaAnu Pineapple wala accha hta h!
101,2021-05-04 17:43:05+00:00,@Cid_r4y @KAT_hun_Yr @2nd 🌸
102,2021-05-04 17:43:05+00:00,@Sagar6025 Good night bro
103,2021-05-04 17:43:05+00:00,@sonu076666 करना ही चाहिए  !
104,2021-05-04 17:43:05+00:00,"मोदी जी! एक गांधी गुजरात से आया था महान व अंहिसावादी बनने के चक्कर में हिन्दूओं कि लाशों के ढेर लगा दिए। कृपया दूसरा गांधी बनने कि कोशिश ना करें 🙏🙏
@narendramodi @AmitShah @nitin_gadkari @BJP4India"
105,2021-05-04 17:43:05+00:00,"&lt;Update on 4/5&gt; @stellensatz India curve continues in sync with predictions. If it does not suddenly decide to deviate, peak will be either today or tomorrow. Received an excellent suggestion to pin the latest India curve tweet, at least for next few days. https://t.co/KhtT1wwD2M"
106,2021-05-04 17:43:05+00:00,@i_saweri0 KO sheh
107,2021-05-04 17:43:05+00:00,@lerahk23 ....... khoi k vanam hajur
108,2021-05-04 17:43:05+00:00,@BismaAl86180352 😂
109,2021-05-04 17:43:05+00:00,#BengalElection2021 😀 https://t.co/HHRuEvhRqo
110,2021-05-04 17:43:05+00:00,"@DipaliforIND @gautam011_ कभी हमे भी सिगंल प्रमोट कर दो 
@AbdulLatifkhok3 
रमजान मे बहुत दुवा दुगां ।"
111,2021-05-04 17:43:05+00:00,@districtadmkat1 @diprjk @dograjournalist @KathuaUpdate @KathuaE @KathuaPolice https://t.co/TeRRylNRgG
112,2021-05-04 17:43:05+00:00,#restoreKangnaRanaut #Restorekangana @TwitterIndia https://t.co/zYzGbPBPae
113,2021-05-04 17:43:05+00:00,Seems a very sensible decision to postpone the IPL .. Now cases have started to appear inside the bubble they had no other option .. Hope everyone stays safe in India and all the overseas players can find a way back to there families .. #IPL2021
114,2021-05-04 17:43:05+00:00,@Harshit29082035 @ICC What about srinawasan
115,2021-05-04 17:43:04+00:00,Cc @SonuSood @GautamGambhir @CharuPragya @TajinderBagga @DrKumarVishwas https://t.co/ChswKbApWj
116,2021-05-04 17:43:04+00:00,@DevprakasMeena @RajCMO @ashokgehlot51 @JhunjhunuPolice Mere gav se... 2 km dur hi h ye gav... Bhut halt khrab h sirr
117,2021-05-04 17:43:04+00:00,@__Biryanii__ @BazAjaUmer Hundred and thousand time's correct 😭😭♥️🙌
118,2021-05-04 17:43:04+00:00,@naveen_O73 @bellarosa000 Thank you so much.
119,2021-05-04 17:43:04+00:00,@Call_me_ceri12 @BaqirHu55273822
120,2021-05-04 17:43:04+00:00,"लोकप्रिय सीरियल रामायण में रावण की भूमिका निभाने वाले अरविंद त्रिवेदी जी नहीं रहेगी लेकिन उनकी इस कलाकारी अदायगी हम सब के दिलों में हमेशा राज करेगी वह एक बहुत अच्छे कलाकार भगवान से प्रार्थना करूंगा उनको अपने चरणों में स्थान दें,🙏🙏🙏🙏 https://t.co/DUsEecM7m1"
121,2021-05-04 17:43:04+00:00,@obviyashly @shayad_hay have you 😳😳
122,2021-05-04 17:43:04+00:00,@doctorrichabjp बढाई हो जी 💐🙏
123,2021-05-04 17:43:04+00:00,"@PankajPuniaINC https://t.co/qBERFJNym2
किसानों के हक़ पर बनी मूवी"
124,2021-05-04 17:43:04+00:00,@AnumNaw48802310 Us😭
125,2021-05-04 17:43:04+00:00,TODAY GOLD PROFIT 74200 RS (2 LOTS ONLY) CALL 9510908572 https://t.co/A0HiM94klP https://t.co/oE4Soi2hvo
126,2021-05-04 17:43:04+00:00,@DinalvaCarrilho @michaeljackson 💖💝🎂
127,2021-05-04 17:43:04+00:00,@its_nafeesa 😂😂😂🙂 yaawr
128,2021-05-04 17:43:04+00:00,@MirMAKOfficial Indian sahafi tha ?
129,2021-05-04 17:43:04+00:00,"@monii_077 @queen_priya1 मै केवल 1 मिनट में followback  देता हूं  
         @nkumar5595
 आप सिर्फ रिट्वीट करके फॉलो करे ...!!❤️🌺"
130,2021-05-04 17:43:04+00:00,"دنیا کا امیر ترین شخص بھی اپنی بیگم کو خو راضی نہ رکھ سکا۔ غریبوں  کی ہمت کو سلام
#BillGates https://t.co/0OY5RYvHgi"
131,2021-05-04 17:43:04+00:00,"@TheMukeshK_ What can u do for the country??????
N have u done anything for the country??"
132,2021-05-04 17:43:03+00:00,@Iam_idrees_ ہاں دشمنی بہت بد تر چیز ھے.. ہم نے 22 سال کوئی عید ایسی خوشی کے ساتھ نہیں منائی.. اس مرتبہ ایسی عید ہوگی جو ہم آزادی سے مناییں گے..  بہت بری چیز ھے دشمنی
133,2021-05-04 17:43:03+00:00,"@VishalMMishra @AlyGoni @jasminbhasin @VYRLOriginals Amazing 💃💃💃
#AlyGoni"
134,2021-05-04 17:43:03+00:00,@mh18e بتوصفني
135,2021-05-04 17:43:03+00:00,"जब देश पर संकट आता है तो अग्रिम पंक्ति में दिखते हैं विद्यार्थी परिषद के कार्यकर्ता।
@ABVPVoice
 
#Unite2FightCorona #IndiaFightsCorona https://t.co/PgcbnKCuLb"
136,2021-05-04 17:43:03+00:00,@Sahibb987 😂🤦‍♀️
137,2021-05-04 17:43:03+00:00,@RafatSultana8 Thanks
138,2021-05-04 17:43:03+00:00,खिर्सू का कठबद्दी मेला। बद्दी समाज का वह इतिहास जो अपनी जान गंवाकर बचाता था लाखों लोगों की जान। https://t.co/crljWmqGun
139,2021-05-04 17:43:03+00:00,"#اَلْوَهَّابُ

Follow all Who Like &amp; RETWEET This👇

⁦#Team_Defenders
@JuhiMind_SJR 
@MianUsman92 
@AliShan26241280
@precious_P_earl
@FarazWahab1
@AmmarPak3A 
@UbaidUr31771304
@Zaheer110980
@LKhalil355
@Sikanda44552926 https://t.co/C5YKMTiL5K"
140,2021-05-04 17:43:03+00:00,@MahuaMoitra https://t.co/iomxYVZVzK
141,2021-05-04 17:43:03+00:00,"Emmi taught young Yamac the meaning of that tattoo...
Adult Yamac washed Emmi's lifeless body and that hand with the tattoo💔🥀 https://t.co/9RGfWZx9wh"
142,2021-05-04 17:43:03+00:00,@gautam_adani  You are very cleaver in business. I advise you to start woods business because nowadays mostly people are going to cemetery.
143,2021-05-04 17:43:03+00:00,@JainMaggii @vikky_j02 @HelpingHandsJpr Noted. Trying my best
144,2021-05-04 17:43:03+00:00,"हरदोई अहिरोरी द्वितीय से श्री गार्गी लाल 200 मतों से जीते

लेकिन सत्ता के दबाव में आकर चुनाव अधिकारी जीत का सर्टिफिकेट नहीं दे रहे।

विजयी प्रत्याशी को जल्द सर्टिफिकेट प्रदान करें राज्यः चुनाव आयोग ।
@yadavakhilesh"
145,2021-05-04 17:43:03+00:00,@LostTemple7 Lord Shiva Temple at Naina Devi Temple Nainital
146,2021-05-04 17:43:03+00:00,Note: #Covid takes a toll on mental health as well. Please please don’t isolate covid positive cases. Try to be in touch with them via video calls. Yes video calls over voice calls. Keri them happy abs cheering! 🌸 #COVIDEmergencyIndia
147,2021-05-04 17:43:03+00:00,"Say 'Yes sir' to EU over #GSP+ once &amp; the ""do more"" from Brussels won't stop for another century. If we are to be ordered around by Western neo-nazis, we rather just hand our state and govt to our own right-wingers or better yet surrender us to the EU to make our laws. #Pakistan"
148,2021-05-04 17:43:03+00:00,"@follo_me___ @eurasiawale Beds available in jeevandeep hospital , Gorakhpur 
Contact - 9918919151"
149,2021-05-04 17:43:03+00:00,"They should be charged for man slaughter. While people are desperate for oxygen, these crooks had stored 100 oxygen cylinders. @Uppolice @lkopolice , pls book culprits under NSA. Zero tolerance to these enemies of the society. https://t.co/39RrdC5SNM"
150,2021-05-04 17:43:02+00:00,"मेरा एक सवाल ममता बनर्जी अभी मुख्यमंत्री की शपथ नहीं ली है तो अभी प्रशासन कौन चला रहा है.?

पुलिस, प्रशासन किसके अधीन है ?🤔

#BengalElection2021 #Bengalisburning #"
151,2021-05-04 17:43:02+00:00,#KanganaRanaut Account suspended https://t.co/ay6dZ1izSr
152,2021-05-04 17:43:02+00:00,Who else knows how to dress but ain’t got no clothes😭😭
153,2021-05-04 17:43:02+00:00,Thanks 🙏!! https://t.co/Q2d2c45ZKk
154,2021-05-04 17:43:02+00:00,"Centre needs to deploy Army &amp; impose President's Rule to save West Bengal from Mamata's Khooni 'Khela Hobe' Direct Action Day Call.

#ArrestMamata https://t.co/ou3p5JYN2V"
155,2021-05-04 17:43:02+00:00,"Wife after false complaint
😂😂😂 https://t.co/QT92GVrYNg"
156,2021-05-04 17:43:02+00:00,@ICC if Shane bond is there... It's OK though I would love to replace vettori by adding Chris Harris...
157,2021-05-04 17:43:02+00:00,@IamGullll Abyyy yaarr🤣🤣🤣ye sai hai🤣🤣
158,2021-05-04 17:43:02+00:00,"@camanpour @RanaAyyub I muted it and just saw her face.  I saw lies, hate and corruption.."
159,2021-05-04 17:43:02+00:00,@CGTNOfficial Do as much as propaganda!! We shall take revenge remember!  Hate you #China     #CGTN #HuSays #XiJinping #PLA #commonchinese #XiJinping #PMOIndia #CNN.
160,2021-05-04 17:43:02+00:00,"@KanoongoPriyank @SanjeevSanskrit @NCPCR_ @PMOIndia @narendramodi @AmitShah @smritiirani @AmitShahOffice @PTI_News @AHindinews @PIBKolkata @jdhankhar1 टिकैत को नहीं रोक सकते
शाहीनबाग नही रोक सकते
किसान आंदोलन नही रोक सकते !
26 जनवरी दंगा नही रोक सकते !
विपक्षी फेक न्यूज नही रोक सकते !
हिन्दुओं की होती हत्याएं नही रोक सकते
बंगाल में अपने कार्यकर्ताओं की हत्या का बदला नही ले सकते
फिर क्यों मरे लोग आपके लिए भाड़ में जाये ये BJP"
161,2021-05-04 17:43:02+00:00,@HaramiParindey @elonmusk can help answer this.
162,2021-05-04 17:43:02+00:00,@anshusinghz_ @Minnie_mummsiii @cursedboon
163,2021-05-04 17:43:02+00:00,@mamtaofficil Didi apne dhul chata di...sabko
164,2021-05-04 17:43:01+00:00,@MShaheryarK Iqbal for sure.
165,2021-05-04 17:43:01+00:00,@deepscribble @sardesairajdeep https://t.co/WfQZjU61bi please share this appeal for CORONA PATIENTS from Government 🙏🙏
166,2021-05-04 17:43:01+00:00,"@KeshavKr66 @Debjani48444388 @Shubhamraghav98 @PTI_News @MamataOfficial Please remove your lord shiva dp you don't deserve for it...Your tone is same as Andh Bhakt who never respect women and never see the reality...

They just follow the What's App University education bcs your boss is also graduate from there.."
167,2021-05-04 17:43:01+00:00,"ऐ खुदा तेरे से यही है दुआ  
    सब कुछ जल्दी से ठीक कर दो
          और जो तेरे पास पहुंचे हैं उन्हें अच्छी जिंदगी दो🙏🙏🙏🙏"
168,2021-05-04 17:43:01+00:00,@vishal_pratap06 चुनाव आयोग।
169,2021-05-04 17:43:01+00:00,@armanjain111 #IYC मदद करिये। https://t.co/glo4v5mb76
170,2021-05-04 17:43:01+00:00,@ashalastjoshi You too asha😚❤️
171,2021-05-04 17:43:01+00:00,@etribune Except Papa John's
172,2021-05-04 17:43:01+00:00,@MaryamNSharif میں نے عمران خان سے گزارش کیا مجھے کچھ کرو پھر سے لوگو کو حسد اور جلن کی اگ میں جل رھے ہیں ان میں سے میرے اپنے تو پہلے سے ھے کچھ اپکے گھر میں سے بھی ھے یہ لوگ توبہ کرنے والے نہیں قسم سے یہ اخری حد تک جانے کو تیار ھے میں بھی اخری حد تک جانے کو تیار ھو انشاءاللہ
173,2021-05-04 17:43:01+00:00,@Rituishh Wo kese banate hai
174,2021-05-04 17:43:01+00:00,@sarojiniLive @pradip2758 https://t.co/nCxqLlwrxK
175,2021-05-04 17:43:01+00:00,"@im_aakhil_ @aweshuv @JayyKholiya Everyone knows that even the comrades of bengal.

Then why I need to prepared data for it."
176,2021-05-04 17:43:01+00:00,@ImVsharma18 😂😂😂
